"county","R1"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","R"
"New York","R"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","R"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","R"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","R"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","S"
"New York","S"
"New York","S"
"New York","S"
"New York","R"
"New York","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","S"
"Richmond","R"
"Richmond","R"
"Richmond","S"
"Richmond","S"
